Year,Category,Economic sectors,Source,Type,Fuel type,Gas,MMTCO2e
1994,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.000030249330924
1994,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.552879758160260
1994,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.001
1994,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.235468089120531
1994,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000025337499917
1994,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0246019249052
1994,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000000887224873
1994,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.02469484969293
1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0.153549028072264
1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,3.708542896527190
1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.925054414324741
1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0.000752725111818
1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.007870403508998
1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000478568521106
1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000290966
1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0.000408276924
1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0035492415
1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00042348625
1994,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00017592575
1994,Estimate,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.184212117364083
1994,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.005583761046857
1994,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.177181706812946
1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0.009871842042
1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.745028615354767
1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.469783451785633
1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0.000049755
1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.001947234
1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002472777
1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.00213218
1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0.00067565043
1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00220288698
1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00088408425
1994,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.0108279087
1994,Estimate,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.000993795500251
1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0.056094205248
1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.259235063629071
1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.299690357260067
1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0.00028272
1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000676854
1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0001577466
1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000289788
1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0.00012793536
1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00076571838
1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0005639865
1994,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00147163842
1994,Estimate,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.006527317992721
1994,Estimate,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.059682152101419
1994,Estimate,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.165733629632429
1994,Estimate,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.040599476050061
1994,Estimate,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.386626134302621
1994,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000101214060934
1994,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000209250907913
1994,Estimate,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.000269980827966
1994,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.020088553928832
1994,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.047648325816
1994,Estimate,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.055470291168222
1994,Estimate,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.452534302397333
1994,Estimate,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0.064031556229005
1994,Estimate,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,0.032626293334964
1995,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,4.469772383952000
1995,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.698409068451233
1995,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.4775678102196
1995,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.021248592
1995,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0016669524
2047,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.011045394409654
1995,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00074763432
1995,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.0011884
1995,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00070155575
1995,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000662055
1995,Estimate,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.064864016893331
1995,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,0.532497695160351
1995,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.00208519571536
1995,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.000240733506349
1995,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.314407991735460
1995,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.001
1995,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.247885860479198
1995,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000023920439357
1995,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.024408663363944
1995,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000001024140757
1995,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.056118443875161
1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0.460088376004344
1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,3.427899318547270
1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.041656941614680
1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0.002255291426973
1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.007237162600978
1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000539029961955
1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000348688
1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0.001223933982
1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00326893525
1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00047711375
1995,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000210826
1995,Estimate,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.204240375018699
1995,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.012688960848791
1995,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.177263740877573
1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0.000309439098
1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.701100663471495
1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.466815170921367
1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0.000001395
1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.001852932
1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002457153
1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.00213218
1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0.00001894347
1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00209620404
1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00087849825
1995,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.0108279087
1995,Estimate,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.002258376045925
1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0.002166073686
1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.253526375426467
1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.315220826782033
1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0.000009765
1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000669228
1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0001659213
1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000292144
1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0.00000441882
1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00075709116
1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00059321325
1995,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00148360296
1995,Estimate,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.01483317100467
1995,Estimate,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.059866117653908
1995,Estimate,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.168673066470435
1995,Estimate,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.041138884337325
1995,Estimate,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.342080315540477
1995,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000082634462201
1995,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000202748021702
1995,Estimate,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.000230784118056
1995,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.02018904433508
1995,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.048310773249375
1995,Estimate,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.056499469689531
1995,Estimate,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.47586528020908
1995,Estimate,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0.097672984800324
1995,Estimate,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,0.033399458809065
1996,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,4.375273030917
1996,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.9194709509095
1996,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.281078218008230
1996,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.020799357
1996,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00219477
1996,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00064821258
1996,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.001163275
1996,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00092369375
1996,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00057401375
1996,Estimate,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.058012502820473
1996,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,0.765831184639217
1996,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.002998901064573
1996,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.000346219764002
1996,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.782666644496490
1996,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.001
1996,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.252447979237314
1996,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000024925173278
1996,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.023788491939821
1996,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000001667122046
1996,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.078123872669151
1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0.3888938777048
1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,3.769571013653800
1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.759908675925873
1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0.001901763344743
1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.007968101606133
1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000393390193251
1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000466488
1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0.001032551982
1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0036807785
1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00034838875
1996,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000282051
1996,Estimate,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.189492453901919
1996,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.01766461600147
1996,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.177572299193567
1996,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0.001426767345
1996,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.727579284910825
1996,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.537470856494
1996,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0.000006975
1996,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.001925844
1996,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000282906
1996,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.00221464
1996,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0.00009471735
1996,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00217868868
1996,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.001011465
1996,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.0112466676
1996,Estimate,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.00314394110862
1996,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0.01046296053
1996,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.345362194259238
1996,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.3674837719993
1996,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0.00005115
1996,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000900984
1996,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0001934307
1996,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000303924
1996,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0.0000231462
1996,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00101927448
1996,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00069156675
1996,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00154342566
1996,Estimate,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.020649623952982
1996,Estimate,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.062779377988159
1996,Estimate,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.16545205986686
1996,Estimate,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.039146532681469
1996,Estimate,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.397209520831981
1996,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000100425172777
1996,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000216524151951
1996,Estimate,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.000363068856028
1996,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.02061809258418
1996,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.04890434605875
1996,Estimate,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.057407091692576
1996,Estimate,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.491004237885776
1996,Estimate,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0.110163408376678
1996,Estimate,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,0.035744722642438
1997,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,4.133285474874410
1997,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.671727188569066
1997,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.8823744919187
1997,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.019688562
1997,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0016027632
1997,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00044647254
1997,Estimate,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.00110115
1997,Estimate,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000674541
1997,Estimate,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00039536625
1997,Estimate,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.055063633053686
1997,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.824482141706030
1997,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.011060325919765
1997,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.001276902220936
1997,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.672081943770880
1997,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.002
1997,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.25914318718969
1997,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000025350062378
1997,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.023046123375779
1997,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000003055372529
1997,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.099498689412383
